,wallets,initiated_by_gr_participant,trx_gr_participants_during_round,trx_between_gr_participants,first_trx_d_round
351,0x696246a4fb5f9a0ee246cc58804867d0a21b8455,False,False,False,False
352,0x274ba27b4ff12acb69cd889974a510b1dc056913,False,False,False,True
353,0x7236467598d12f8d34d763a59ad05698ce39527a,False,False,False,False
354,0x46972f7a0247a23f88be0294dbc767bcec61dccf,False,False,False,False
355,0x5c116a9c14dccf1b1b271394a89baf4d76c04222,False,False,False,False
356,0xe351c2783cada19d282142b3febd799c5b89a177,False,False,False,False
357,0xdccc55bf976b44d668a26c85e3bb26638300f0c2,False,False,False,False
358,0x1b4c111559adfd27887b660bcebe32d7504163bc,False,False,False,False
359,0xf14045fe085fcc2cddd253c6973ab64c61d5381f,False,False,False,False
360,0x9e85f6c1c79f95684280c15f2a8b4748f7f42046,False,False,False,False
361,0xc84dc42b652f5d970f3656e835a1b9512023476c,False,False,False,False
362,0x05096597ebc29bde93ade9853ec985cc6fc65109,False,False,False,False
363,0xbb50690db3897ca5b1f63cff6e0c061b93f9bfbd,False,False,False,False
364,0x6dc80910e7508bffbb5c0aa96379f2f5f2e5b05b,False,False,False,True
365,0x4c9f98b5c780fad0187eeefe4f1905ef7cd92649,False,False,False,False
366,0x8dbd360fd2c99bfe70f2fe42a6bba373335b02dc,False,False,False,False
367,0x06538e448215c8f19e3c6f266b7325f9bf0d47c7,False,False,False,False
368,0x5ef2cc4726691f9b39183579dc9d0ad3b2e7ca0a,False,False,False,False
369,0x3eef4129bab65ecf338ed4616475fc0afe8c79a3,False,False,False,False
370,0x4d9ba778b7f121e58e5d3bb6aef514e035a7c7f5,False,False,False,False
371,0xa8b229e58c4fa59f9a099cdcf489268c4dac42d0,False,False,False,False
372,0x096ccee5e0e56913cae154e59a36a3b4c0a00276,False,False,False,False
373,0xcd7f8bd606046600fbc70d7675df2842133b5103,False,False,False,False
374,0x149f4bd62d7257b2271d514177de8aab926e7db3,False,False,False,True
375,0x3ae1a0c147430ff475957472d8b4e5d3cd6c1b33,False,False,False,False
376,0x3c4b7f7a6b731ebff0207f0ef3191b08c05f93d1,False,False,False,False
377,0xa9ca8e4467ca31e4b21b907fda484ee9e04aa5c1,False,False,False,False
378,0x595add271babd8c2e593ed7d3be47042a8975e6e,False,False,False,False
379,0x8e77c563c2b2f35cd5560828e197e4ec57556687,False,False,False,False
380,0x1cc626647b6e73a61e6b21d73c15e15d3c19e000,False,False,False,False
381,0x7972e112e0d833514010fb6b03d62d40fbb4c46d,False,False,False,False
382,0xc9b024028a480b046f39d447712041ac32b07b37,False,False,False,False
383,0x923f6587f0e4a1767f03a7f58f5adba2f8a8e6e1,False,False,False,True
384,0x2006ffce5cd8fc4cdb8df96d443ab19afba68e50,False,False,False,False
385,0xfe5e9856223e5344094ba292819e9f1755f43412,False,False,False,False
386,0x96b1f9e7b7953001733e8bbd862f9e8ae8a8a1fc,False,False,False,False
387,0x5a72bfaf8dd5b251bd008fdc0b4656319ac0509b,False,False,False,False
388,0xe2458de4f2b87d4f99491079807e3b828c039457,False,False,False,False
389,0x2bfe30b2b2fd6dcea4c42f25cdf24812992cad12,False,False,False,False
390,0x5c0c9624fd579fe9593ab1cc5442831604bd14a6,False,False,False,False
391,0x5a2c1b5c6854663cb484741677acd81c0bb5220a,False,False,False,False
392,0x47e269b73316dbfddd36aadd88416b47cb6ad9d1,False,False,False,False
393,0xf69bc34b73da823e18a6960975fb865a29b218a1,False,False,False,False
394,0xc1ff3e6e2f1c5c0666dd171d72bda9d26b1d1f30,False,False,False,False
395,0xd21e9540b0a56ebe6b0661c838dd53044c5c3b37,False,False,False,True
396,0x8bf8802f566f9a64ed946e7bc307f3c5678db5c5,False,False,False,False
397,0x621278c9cfaed37e650619a4a3629523b3ec737e,False,False,False,False
398,0xb1511aa1964035313b49ed9cda2031bc5cdadcb8,False,False,False,False
399,0x0150c608a25176c08d9bc8b43d0dc64e4c9f4a58,False,False,False,False
400,0xfca9895a7dd0545c3d648f7ef235e546053946ca,False,False,False,False
401,0xbad9f0ca9faabd16b0162c8f8fd3fb639394be68,False,False,False,False
402,0x849fc8d14979b3525f00d022dd1a600ed45fed23,False,False,False,False
403,0xe124a16c79f909253714a633aeda99b4c1b7ec31,False,False,False,False
404,0xe73f869db981a87f890af869e4eeafb2082dc913,False,False,False,False
405,0xf873af21b3ec02ef3be52e325e1aa1329fcbbeea,False,False,False,False
406,0x4ecf18b838e9af3451c3e0f6b45becbe95a9794d,False,False,False,False
407,0x8c1655b48636231d4145d4fe998c101a067df551,False,False,False,False
408,0xea9724f343c30e987afba65d54d92485f28d7d9b,False,False,False,False
409,0x5eb838305942b93b143272657bc327dd1cd0ae65,False,False,False,False
410,0xe06b33aacf760e52a8b837f7addef7519a8b8371,False,False,False,False
411,0x75c452925d4d571a11e1414b4df5caf0290d9c23,False,False,False,False
412,0xc2b4bb3aa1bc72b57f8f73ce68821d26d003b7f5,False,False,False,False
413,0xce6a6162cb2349f88b9e418d88b609119ac558ee,False,False,False,False
414,0x9f9e26f06ef1fd5954deeb897a8a16c1dcaea669,False,False,False,False
415,0x2f26e567a5f64279172986f86985d4f4c068a7ff,False,False,False,False
416,0xd071ff9953501413a3d6c6fc5be0f0595a038466,False,False,False,False
417,0x858abe4373ea51ae5acf64632b70b30d2f7441db,False,False,False,False
418,0x90e0c32eba3b01dad979fd431439693e2e74a432,False,False,False,False
419,0xd5b3988ed0ab5ec375e51bb6fd10e205cec16a2e,False,False,False,False
420,0x8ee3fbdbbe2c01bd80be0077ecb1cb4a47748aee,False,False,False,False
421,0xf6b980c7f7360dc0bf7460ee0762c717bbbb86ec,False,False,False,False
422,0x053bce4aa21eae22fc9ca2a64db02ae8dc9bf903,False,False,False,False
423,0x34c226bb299999d4d3fb50237763240ea68f3220,False,False,False,False
424,0x5b0d17ac30c01cea133c69de251484aa9e268130,False,False,False,False
425,0xc4d92c92a37f839bc5dbce9e51ddb142803670c8,False,False,False,True
426,0x90e9ae408a0a7a76929c1cd8d03c4928625528aa,False,False,False,False
427,0xa0bcf5a19c166b890b4284cdd099ed7049ab2489,False,False,False,False
428,0x11b01b81d8982ba0af9e5448b3901769ed7c621a,False,False,False,False
429,0x940f5293be23c4d06f9f561f2df79457d3782e1e,False,False,False,False
430,0xc4aeaf737583b0078fecca4d2b9886d63d937f92,False,False,False,False
431,0xe71fba00145d2b1bbd8de102050ac38c25a219b9,False,False,False,False
432,0xa34da5902d2cfd064b9a6681a422c1bc466f8848,False,False,False,False
433,0x235014a26d821a86794bbed6aaa577126cbe57c6,False,False,False,False
434,0x06de60c72813746b5d2106dc95876989af6ee80b,False,False,False,False
435,0xc8d78cd2b119c6ad149bcdf0a297d63ffede1960,False,False,False,False
436,0x7565deddcb83a14b185eb9520914bb918cdfe983,False,False,False,False
437,0xe397dd922a12149dc346c405c89c4cdbf5ae99fc,False,False,False,False
438,0x023dd5d4040455477eec6e68e335e4c9a30c0d00,False,False,False,True
439,0xd095e0f8c72e22319846b643c4bac0cac1f67006,False,False,False,False
440,0xe7971e5ce6112fe869d5553af10606333b36ccc4,False,False,False,False
441,0x5bbaa15501d2d2e55e3509c1f22efb562609413f,False,False,False,False
442,0xf4e22849bc1162082cc7ae62f23c25acabebfcef,False,False,False,False
443,0xce1b5ead8da0b27b1fef7e3e7f369600c28bc2cd,False,False,False,False
444,0xf7415edb9e1d9db618a0ce0a469f9550a0c09c2c,False,False,False,False
445,0x9d363a33473cc0d0889aead1702123e8133caf0c,False,False,False,False
446,0x6baa61ec739af6cad459802489024e2eccbdef14,False,False,False,False
447,0x31709fe74446f06dd9478f015ec2b7d28f262dad,False,False,False,False
448,0x3899c67ce90b5ca7526bcfec438e2b59379d4700,False,False,False,False
449,0x7324d1075b47954a04406550770d75c9f63a6f7f,False,False,False,False
450,0xc7f91d9f1a2609c89d600bacf38a21f09e77ddd8,False,False,False,False
451,0xa1e86151382ec8b34821444fecc10f7d054ede6e,False,False,False,False
452,0x7359d046576e285458c73260cb0172d542c37669,False,False,False,False
453,0x544aac4d9bb28421f1d0a31eab827cf88096a706,False,False,False,False
454,0xac706c27dfa3c8c7a05efd24dc0a99a539206549,False,False,False,False
455,0xed9a912182745fe101ecb4291d00b802d982ba0f,False,False,False,False
456,0x23461e24f1d7601a674ab672adee0b4459302214,False,False,False,False
457,0x0e0e131c6420ded87d4724595119753347584940,False,False,False,False
458,0x02b860783d1957f9dc0870185b8bf7714eed9604,False,False,False,False
459,0xf5732bd8932a0de2a4b7e83d93b9af84372e4c82,False,False,False,False
460,0x6b7482dd16e715dcc1081fbbcb833cd4d52e51f2,False,False,False,False
461,0xb37533292b8820ab07b2120e915d3dadd5db0f56,False,False,False,False
462,0x9fb438f1a292fbdaf4f569a8f2e2e2972c0172ec,False,False,False,False
463,0x7c88565a71a1292019466c5c130e0675786a85e9,False,False,False,False
464,0xf437dac31a5c39d2a7c3f92682f0ff20d170a83a,False,False,False,False
465,0x5618cfde7c17e5ef4da60957afcb15a3d7140a7d,False,False,False,False
466,0x99c29ffe225d6eff50272c4d89f629a25092161a,False,False,False,False
467,0xe29abe7f8662018d501eba2d74f21361d6811b45,False,False,False,False
468,0x002153708f11f2651215059eea30820ee4d49ff3,False,False,False,False
469,0x3f9679674f9391afcb2cc1b9478b40a9cb2fee70,False,False,False,False
470,0x6794104b9715338475a1fd000f4a7571ceb1f532,False,False,False,False
471,0x035032655b5b3784d359b56eb82c803bd971c582,False,False,False,False
472,0x3dbaa423956599188d686d7d156cb28a9e0a81d1,False,False,False,False
473,0x6ac2b3b75a545bc606ef740771e56f2960130e0b,False,False,False,False
474,0xcbc73d500c8aa84e0ed8e3839620c2084ef3e1c8,False,False,False,False
475,0x0a046eec84765fdfa28d6a1c3e01a6e82641fb2b,False,False,False,False
476,0x068b16c4797b97050ee27bc4e3fbeb511ea2fc8c,False,False,False,False
477,0xae256cd2d13353e549d09aea8d4105c8d1cc09d8,False,False,False,False
478,0xd6013b0309a058adbd0a8c727fbaba79f60bc238,False,False,False,False
479,0x2f7479ad52a75eb90a9b2acfb296a39d41828c36,False,False,False,False
480,0xbf1a3fa7820415eaf9354703102402f7323c258d,False,False,False,False
481,0xa098324211cd3a94be61a572feab85264e2ba1b4,False,False,False,False
482,0xec72e7ce17e192741ea702319464a6756dfbbfbf,False,False,False,False
483,0x48f7d45fa696dc89ff4f2233b25490455ae19dc2,False,False,False,False
484,0xa87f09323cc009957503132d9b7ea8db7384288d,False,False,False,False
485,0xb6ea28971635f4ccc05e3284786ecb2796108121,False,False,False,False
486,0x4bcfc6877b0cab74c94fff07571fa6a35023fa67,False,False,False,False
487,0x557c29e98a5a9b5f0cf42bf70b20ec21d464d05e,False,False,False,False
488,0x5e7656951bf2b75ded912a4a51ae0732f950edad,False,False,False,False
489,0xe7e32a28f2e0e913aea7e1c3ba03dc8cf0d9e21f,False,False,False,False
490,0xe1d1c5f48f708aa038aa6a9976308cd1d19d951a,False,False,False,False
491,0x9e4ce63082c74f75fb8f8d54fa31592ed60213d4,False,False,False,False
492,0xcf0e228e7173d46d0753904c7d28b631d36319e5,False,False,False,False
493,0xde948a4805a62880c599ba83e9de3d4f4f5937c2,False,False,False,False
494,0x648f3a9e67e5ed48ae2d3f057a4eb5e8be5c622a,False,False,False,False
495,0xc7bf129b6bac8fc5ff5cfedb1d9ab70f0b73615f,False,False,False,False
496,0x854b1513e33fc8725cf2929cea1839af0ef7b194,False,False,False,False
497,0xf65e1e27c0911154593fd612cf045d8fcf90070f,False,False,False,False
498,0x07c8a4facad124d24e1689b1675166a6927e40f5,False,False,False,False
499,0x1ae6e63fb986f6e6357d370c09711ed1ca7567d7,False,False,False,True
500,0x56ddcbc09713d2ba8dff06ec008cbecf4b702bfb,False,False,False,False
501,0xe6013c2854ac35090b5972040f6fbfd425b0119c,False,False,False,False
502,0xfef75b27d4ae3d5228bcc2912f9cdceafe5f82e3,False,False,False,False
503,0xdba62cba66bf4296208552d0495a0f05fed4214d,False,False,False,False
504,0xecebd57146ddfb8eceec4098f20097ba7a1e7fd2,False,False,False,False
505,0x38824d4f8d54b59e951c533c172dc11cc7c1bd97,False,False,False,False
506,0xa31b8dc9b58c71ecc78895214659f8cb36d98727,False,False,False,True
507,0x7d95b2616cc64b0775785d2f198e38f09c426666,False,False,False,False
508,0xeffa7160bf041cd550924bd5839d7122d5e02663,False,False,False,False
509,0xa908cc36b87732cfa468ccc869d45437a4f7c4f4,False,False,False,False
510,0xd498f99bafd467c5d06556d433ba89e52686f74b,False,False,False,False
511,0xf51ce4614232337920ad06bb718dafb6103bde02,False,False,False,False
512,0x422ae0b01477634dc62309d7b6d0cf64c2656a89,False,False,False,False
513,0x3f165f0b35c9dcca2c74b6a8e62ef41b175197f9,False,False,False,False
514,0x3f75f7c6155f8022d5e4ae7cdd2dee55e0ac7363,False,False,False,True
515,0x6f3d305026cb005ca24c0b0bb79562a4cff5b96d,False,False,False,False
516,0xb08106f197c98ff682041a99c545732267c63b26,False,False,False,False
517,0xe7d519dc174df0329ef2363c7a3fb90c1d295422,False,False,False,False
518,0x338002e58faf68a857d3fbce43a8990fb472facc,False,False,False,True
519,0x677133cbf3784c8e58a7e2c3649d8e0bfb42848e,False,False,False,False
520,0x1fbac37821df162c7ce793270f2c289e8b2c208b,False,False,False,False
521,0xe64113140960528f6af928d7ca4f45d192286a7a,False,False,False,False
522,0x100f82b00e6488ae8c2c6cda5f3162c0fc0107da,False,False,False,False
523,0xa71c40350d5545bc45a7ff03e90fdf685c792e1d,False,False,False,False
524,0x95ed18b12380fd9b02f511bff815bda073185d72,False,False,False,False
525,0x24e3ae3631df865a9196ce76f5c5be1bff296939,False,False,False,False
526,0xec2f7b373873184e6a0e82bbf5490d52bc7fac9c,False,False,False,True
527,0xbec1ef472b3f3c10aeb731ec00847af3df6cf7e0,False,False,False,False
528,0x057a484ae712f7a753b461d9f172d5d2dd69bf69,False,False,False,False
529,0x9d2bb90260feb4380beb2f8cc94e729e1e2e5885,False,False,False,False
530,0x551007a0deb6c4d06acee53db8499247f6f53f62,False,False,False,False
531,0xadadf197db75e10d58bbbd61612c33c21ee973d8,False,False,False,False
532,0x30b3bbdb92eeb77f0c3394bfaf26a44767ec1bd0,False,False,False,False
533,0x0b1f82456d0e71e3f73d4cca8f86dc56b2452301,False,False,False,False
534,0x8b38ca93216006702ffed320f26f78228dada80e,False,False,False,False
535,0x140063a309fa9cab5f50c55ffd4fae592177a263,False,False,False,False
536,0xccca484b4191303dddb9db60ca1120ab667e22a2,False,False,False,False
537,0x5cc10b6f86e70c871f12594202931ce372179e8c,False,False,False,False
538,0x37c2a74bf47bf2295127bca9fabcc7b334823c27,False,False,False,False
539,0xb53163dc09dd6fcaf116205660f37b1a5aab863e,False,False,False,False
540,0xadbc3cbb5e284f387e309ba127eb7e1e9b8f695c,False,False,False,False
541,0x968a0e5603c5d4dbf24cbd7df562921d158ad19c,False,False,False,False
542,0x6b579bacffea19b002271d448a62b161f754401a,False,False,False,False
543,0xb8e01d47abe8b2f8cd9c33850106c7968d345397,False,False,False,False
544,0x4e3aa6092cd50ddafcb3e091990ede029f18653b,False,False,False,False
545,0x61724fd38d1fa48435edf44e7de3e2b8cd00c5d3,False,False,False,False
546,0xf851ce56caec96c0dff74173afc15966a0070b8c,False,False,False,False
547,0x71fea51346c47eee82f2626411c8b09cd87bf2cf,False,False,False,False
548,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,False,False,False,False
549,0x892668b65e46735c8cae27e7ae8f4ff6066d5317,False,False,False,False
550,0x5f59cbf4d2fb96cb0e7cbd19df09fd479f72144b,False,False,False,False
551,0xec5897c5466558cef257401a92568b543af6a864,False,False,False,False
552,0x819f5118f2046964f71c521544f2ac93e412a4c4,False,False,False,False
553,0x6d65aca6c7e880218a26e324e62422743d845316,False,False,False,False
554,0xfb40932271fc9db9dbf048e80697e2da4aa57250,False,False,False,False
555,0xcedc14bd289cddcbd02abdaef451e509e0b25547,False,False,False,False
556,0x62e9d933c4753e3e82d7dbb5411e928aeaf5c98d,False,False,False,False
557,0xd300517e3b0f205cb538c4bcb084ed0941650a43,False,False,False,False
558,0x54fda94977e334fe0655e8e73995b792c77137f4,False,False,False,False
559,0x94824d798c4d2fd2e093ee4e0084d2f1f75f7554,False,False,False,False
560,0x42c4885ddcba287431de7b85a1072b1984d13786,False,False,False,False
561,0x2073d52439c4fbabab9c5259dc988a78352d673e,False,False,False,False
562,0xfdd1095f52e84e825812da0a2df6f7a897f32b26,False,False,False,False
563,0x52102064d6b8a049e67e280c09768da613755010,False,False,False,False
564,0xf829fe056b5c62a057e0cb384e62e3bd5b446220,False,False,False,False
565,0xe74e2c44e7febb69979758c0ebb02eedf98199c5,False,False,False,False
566,0x6eaae67c26296f6b090b4b3460addf7678405a15,False,False,False,False
567,0xe851fb6de491644e193863819b6afbd07187ba55,False,False,False,False
568,0x63de86b5bdbf4715db41d4f03d551b00d8ed21fd,False,False,False,False
569,0xaa72ede49e3feda4bd7901b4a7eb99e14267af84,False,False,False,False
570,0x00487a69eb0c2cf4436469422e98d020dfac387b,False,False,False,False
571,0x0ea04c16f6d3b8507f5fff0105abff04a1b7d29b,False,False,False,False
572,0x7c0eb81f6c704154c20d20b0d0cca26235d87e64,False,False,False,False
573,0x7dccc61c7b131ca452edefe8e485a7c6f3c13202,False,False,False,False
574,0x9801036f66999c45fbc37b884e72d539897b8587,False,False,False,False
575,0xef19a1709e248ade4ff7dc43c00267053b0f7d08,False,False,False,False
576,0x0caf49ebd7b43673985a293fc6bfc875ba1e455a,False,False,False,True
577,0x9c4a4853c07f06bc4d78ea83d36a78a0b0cef8c8,False,False,False,False
578,0x53d1b6c7744a234117fb00d4bf0623c55670b004,False,False,False,True
579,0xbbfc6d6b37af15fd4fc046b6c6a330c63ff959f6,False,False,False,False
580,0x43d936856485c6ff09e05ffdf0a97989a433ab9d,False,False,False,False
581,0x49f86794fe566dead8f8198729e5fdf37cb7f6ab,False,False,False,False
582,0x7282489378f139c34313e9dc1f45cd0381e904ea,False,False,False,True
583,0x738f0e75ff08a1a365b5d06f9f42c2fed1b4ddf4,False,False,False,False
584,0xdde54c6cb684b63c84dd193cfab79f7b02300bb7,False,False,False,False
585,0x840d14828052f20a68c6f1376d5f3134660fe0f2,False,False,False,False
586,0x0efe0a4ea438ff3a06313f3f7875554d86637dd6,False,False,False,False
587,0xfe3a1c7c9ed83cb2cbb6d27f60b1d482ca916a34,False,False,False,False
588,0x8779403b4ac37a7b879849a245f9725f76af0dd1,False,False,False,False
589,0x7045a541b9d1a5c4e00b86b198d3387346b74fff,False,False,False,False
590,0x209c28135ec2594ac6d84974b9f2a2c2a44047a1,False,False,False,False
591,0xc11ab43d9f5a2c5c2408f6db17b46815093bf54b,False,False,False,False
592,0x61987699055394c65355f2797d3e4e589f7fabf4,False,False,False,False
593,0x394fbe47da89b2658439dfcb275bf63869a25e7c,False,False,False,False
594,0xa4936c52f1fe2611780c14388bce2b931a46997c,False,False,False,False
595,0x72dae3560e7f4c59a305e2e739d6bd6777f738b5,False,False,False,False
596,0x26103e14d3ca597762fc901425ce3bed6c8450a3,False,False,False,False
597,0x07de9f19149a86da212b97d30131f4ce1c3f6c79,False,False,False,False
598,0xc74b47a8b0cea0c1ac75ad952e88ab1449da6dcb,False,False,False,False
599,0x8941e337139cf015aa8e1df43ab189515a3aee8a,False,False,False,False
600,0x4b2f6d3a23badb60c8405d50289ef3dab9109936,False,False,False,False
601,0x6a496e3c49780e3b0fcb35659cba6b2d4e1da3c7,False,False,False,True
602,0x1a247288c2c33701ec69d6e61db10f1d17f7a1a1,False,False,False,False
603,0x0dfcf54eff68e324086eecbf252ef6a459f41df0,False,False,False,False
604,0xcf79716a1870c6982f4506859588ba270048deb2,False,False,False,False
605,0x05cf5a2ab550518e74b09d7ecd28e3650f54f5a1,False,False,False,False
606,0xff315cb85f231af89ea7efef7932739204015316,False,False,False,False
607,0xfd86dafbbae2a3514e39ceaf84cfade275f2a816,False,False,False,True
608,0xb1c330704f81fd5a6b965420b9d1b5460acdad27,False,False,False,False
609,0x25ee4778d73ab9065d6e7fa23ae997586b2a98c8,False,False,False,False
610,0x991eeea3bc88f5af8574296bcbf85764054e9773,False,False,False,False
611,0xcf58aa920ec45cb0127038938192307b6b4e5a64,False,False,False,False
612,0x687e7f3801407962d9beffdcf1b0b18bd5d3cce8,False,False,False,False
613,0x3203bcf00e64c7e5fadf1ab4e785484a985d2726,False,False,False,False
614,0x92eeca199466877a56eea7b939b54717f6acbc2e,False,False,False,False
615,0x7267ef17c0f6f551339dda259b74e30805649473,False,False,False,False
616,0xde77e4f6a7e0a1d41fdcac41b18d101723b17b46,False,False,False,False
617,0xb4c7bc695d52ce319a6eea640472c58f397524b1,False,False,False,False
618,0x1dd95db8e81cf0dc69364dd6b1713b816dac713a,False,False,False,False
619,0x506fb710b15a21c8a9077124a0e4c0de7404c3dc,False,False,False,False
620,0x12b71792cb33186111f1a973e31c22c92547beae,False,False,False,False
621,0xb03f5438f9a243de5c3b830b7841ec315034cd5f,False,False,False,False
622,0x5f9c7447129fa10af4cb51e24be323abff1759e5,False,False,False,False
623,0x06528b319a89bfce226bfe5db2020ab0f44f40b7,False,False,False,False
624,0x9c0cf2725082ac208ba8d8fd3fb2702e76113b14,False,False,False,False
625,0xb11ca9e79a6ac4777118944fe8eac912fe42a228,False,False,False,False
626,0xa393069ab06fca37c60948252377baf9d2d2202c,False,False,False,False
627,0x3cf204fc1121abb9f8b5708e1171497674a1f3aa,False,False,False,False
628,0x9cd7fa33c3ea96cb877d63aaf1029f884048578b,False,False,False,False
629,0x6a77deb99bfb59660e51af2a5b5c2d7322f7adbd,False,False,False,False
630,0x382e2e0aca6098e5def163d955ed040af6ac4218,False,False,False,False
631,0xb9747b5de9b82a24443abe0e27086cd7e2a8d747,False,False,False,False
632,0x45a1e1eaf6856e66f86b5aaa058e24397af42c99,False,False,False,False
633,0x8c2beecd8bfd5d9f6548d48c42e7c3ad9b0d19a2,False,False,False,False
634,0x5833869fdeb4d371b854d7474f5f84b43320fd05,False,False,False,False
635,0x7993f18c91a9f68593d308c5846f380a2a374f46,False,False,False,False
636,0xf9995b25771b858be12882a709c85ec2ff51c26b,False,False,False,False
637,0x1c0accc24e1549125b5b3c14d999d3a496afbdb1,False,False,False,False
638,0x80584067964d9d1e9971cc392c69652181a24766,False,False,False,False
639,0x2ec151624a8e07b04a606c3b0781aaa864ff41e4,False,False,False,False
640,0x2f6430dda325de40f980a7abce74741840754db8,False,False,False,False
641,0x0764dc400c280ff2b6d1f0582969c0c668271340,False,False,False,False
642,0xd0565d49bc0fd23685f10bd3fb60576b941ce487,False,False,False,False
643,0x9d2c20426eeb742d33d499cb29807902d832f6de,False,False,False,True
644,0xcd02f6e5105f366670ac4401aa6789cdb97c707e,False,False,False,False
645,0xec5a148b4574e40e35cd39096f25323df630a7c1,False,False,False,False
646,0x2c982f6926b66b9ccb9999d527de55c74697bba5,False,False,False,False
647,0x52a9c95c8d1571dd615d6e226c0d050c117a6b5f,False,False,False,False
648,0xe112222f3595f9ce10e8bc8fe6c47095e0096eae,False,False,False,False
649,0x7d2f6fa4e4e631ae4cb2b894a8acc22183adaf83,False,False,False,False
650,0xe36bd8c15a83b89e2e49806d7312846069755c63,False,False,False,False
651,0x5a45038a6a5c58f0d841e2293b64c4df7e7243b6,False,False,False,False
652,0xdb1538d47bc28fe6735f0d6d48afa1f13c63aa40,False,False,False,False
653,0xa462abc1d228bb7122c7a80d92b721d2bae9a8c3,False,False,False,False
654,0xe29a8fc90cb5f6c2dd5b9a8d2449a5bdd09751c3,False,False,False,False
655,0xfa92a0234cd2364c1e594cdd5b109299c1a98737,False,False,False,False
656,0x0a251df99a88a20a93876205fb7f5faf2e85a481,False,False,False,False
657,0x4b6dfcf9dd15fedfae0427bebbf58ebb61dfbb04,False,False,False,False
658,0x157b45e3d1b1db77280cd47ade47035b60b53cab,False,False,False,False
659,0x438f8969d1965e0e30d1445801b66052cee0d6c3,False,False,False,False
660,0xa8e91dcd6252f234a29ea21535bc2bd3297ea9f9,False,False,False,False
661,0xf90133c8adad05d60b82ccfc900cb1dcfed67089,False,False,False,False
662,0xc1546aefac4081f343c54bee1764fd18136ecd0e,False,False,False,False
663,0x0916f29343c9683009c68b71bc82e7e2a66599d6,False,False,False,False
664,0x645d266d7002a8f7dab584cc9d52218223cac352,False,False,False,False
665,0xae2305fa4dd1f43d63bfd05a6f3cc1d337ac5f86,False,False,False,False
666,0x5cc46c40b8d0a72e273ca2c97c8c188ea7d58d3f,False,False,False,False
667,0x5bc5650c5ddb8c58b454524f710e274ed87322fa,False,False,False,False
668,0x53e6a5f63cd19431af000e657891f29aff647176,False,False,False,False
669,0x57a5ad2d17225ebe7bcea6b9cac51bb9cf4ff4d6,False,False,False,False
670,0x5c89c420a9e82ea9aedbaaab03302e39982919b9,False,False,False,False
671,0xf116499c8904d4de7365df2b5256d0a7477ff945,False,False,False,False
672,0xbba13c28fde6aa42ef8141604b8edd1b987db1e8,False,False,False,False
673,0xe718bb18d8176659606b3d7d3f705906a9d3e1bd,False,False,False,False
674,0xcce0a627557f2b9af402607e5342ba15ad5f0053,False,False,False,False
675,0xf08e242722af03f5575a50e8bfba0c56eff6d134,False,False,False,False
676,0xb57db7d2e198dce2d2cc89b2a562e7b7a990af08,False,False,False,False
677,0xa49cc0bed2e8341836f62a6d251deb8427178eea,False,False,False,False
678,0xa1c83ff1b473fc210537798f1f1fb3c5ee532cf3,False,False,False,False
679,0x4534aa29cfa377d3586f9b3122aad9f6cd617bab,False,False,False,False
680,0x87b8c465e258ee0a02b3f3d184f4321180d817b3,False,False,False,False
681,0xf78951e62df5a7c87020e3f4894d8745cd37b32d,False,False,False,False
682,0x9aacd2b4511434868af1dcef15047f21c80b82d2,False,False,False,False
683,0xec1d97b121e5d7e19cf28bdbf33b38638e1387fe,False,False,False,False
684,0x3666ffe827361c90f6f12919b43745b38aca7afd,False,False,False,False
685,0xd5c949acaf0194f3e0692508349583563d4e67b3,False,False,False,False
686,0x847d4f94e5f9b58aba3271b8724ad00613d01e8f,False,False,False,False
687,0xcde16ba924f7d24f6441252d804abb71e2573183,False,False,False,False
688,0x78a1ef45dfff3812c56c5676221b593ee254f1da,False,False,False,False
689,0x76e4dc565426c6146f14d3e3aa99135f77dea876,False,False,False,False
690,0xe0f6d9876981768fca411d69ac048d4ea26e849c,False,False,False,False
691,0x3e7077118325cfd6434c6ce756f5242aaf1ad9e6,False,False,False,False
692,0xaf9c9d0a055d7ef11c98b96d3f1dc6cbf115d3e9,False,False,False,False
693,0x8d60a5a96721d2d52cfba6802f5d5e57a90622f1,False,False,False,False
694,0x3241ec0d2e161bf52378e839f30e37eb64dbb135,False,False,False,False
695,0x9b6e3fa9dbd6f5e27e96b8a5f95cfefddd3ec042,False,False,False,False
696,0x29e773a798730070b341dc09e58d224fa3a55eb2,False,False,False,False
697,0x5ffa363c15dfd3d0604c17ccefe00a719328107a,False,False,False,False
698,0x0bf64505accfdf9dec6ba0d8e457130b9a434af0,False,False,False,False
699,0x7586834e655ee2de6357b2c8423b76efc5fbcc6b,False,False,False,False
700,0x913bcec2791689f1a329fc2999dff1e12ed54200,False,False,False,False
701,0x7128fa11515ac9985f449f02f4358c9018cd8cac,False,False,False,False
702,0x118656424a910de3626a153541848e54f744948b,False,False,False,False
703,0xf1508cb03519d9abe973d3f07c4bbd798c70fa91,False,False,False,False
704,0x0624d3495af6dde95bfbf6cd3d6a8dbe84898062,False,False,False,True
705,0x49371938108e13d0253de8f488de7c82c2735ee0,False,False,False,False
706,0xa80393d603b8c40ce8245d6b20a43b8a4a86ec4c,False,False,False,True
